"id","displayName","phoneNumber","email","expertises","uid"
"GshBPbN6QuD467cxlNeyQDZLq43J","Ricardo Ramos Chavez","+59175254418","ricardo.ramos29@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"Gv7GKS2ZtkKUV7DTiOxmzhH0w1xw","Valeria Silva Sanchez","+59164051198","valeria.silva64@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"H18Rn98YcKLgegu4fe8GTf3l6UMR","Manuel Ortiz Garcia","+59166924394","manuel.ortiz86@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"H7LdPohRuncZTOT09pIhKssI5Qg2","Angel Gutierrez Tarqui","+59167987516","ag3963474@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""}]",
"HDSiahUCtpIlcZvm8RCz0yxDoWT0","Sofia Vargas Castillo","+59172119831","sofia.vargas70@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"HJdc81ewFLYv3KzdQPIgiyZMcNy1","MILTON ABEL AMBROCIO DIAZ","+59160948734","miltonabelambrociodiaz@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""}]",
"HWkmU2HX1FWkgeRoQpm543sOZSip","Paula Gutierrez Gutierrez","+59168299311","paula.gutierrez61@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"HnPYEMFuS2pFjnXhzjTBgC6vIsie","Paula Silva Silva","+59168779910","paula.silva56@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"HocYDxQzEOtZNmQ9j3wVld8nwJ4d","Jorge Sanchez Reyes","+59179956099","jorge.sanchez11@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"Hrjxkjc9k8YU5hgZ8MpoUlsUm9y1","Liliana alejo castro ","+59163450437","alejoscastroliliana@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""}]",
"I3Q7fit9vDy87ELpvG0ihf06MaSK","Fernando Cruz Silva","+59174627934","fernando.cruz59@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"I4BmP9Wb79kCNV9920FA1yBkK7Gj","Laura Lopez Rivera","+59166768398","laura.lopez91@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"I67ROUJc7fgHywZPPcAD4SV0KbA3","Juan Duran Sanz","+59177376420","juanduransanz1@gmail.com","[{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""}]",
"IBhX3RBn6mR4XMCMDBEIChFSmwa2","plinio Antonio tapia aliaga ","+59178113059","antoniotapia2019@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"IDqJ9JSD4AZODSkrYmmDCc5cUmr2","Fabio Andres Torrico campos ","+59163415503","torricofabio445@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Técnicos de electrodomesticos"",""id"":""9GtGhWlmirDeVJGPRoqt""}]",
"IF11rTcfjlGwZ4uMDQjEu3iQaGX5","Roberto Jimenez Lopez","+59175398038","roberto.jimenez63@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"IL6ccFl8cgSc8McYixtr08ZfS4n2","Cristhian Cabrera","+59173657860","crist.cc.cm@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Albañilería"",""id"":""wOm91xVIuu9KBqfYkjas""},{""name"":""Area de salud"",""id"":""3nikpxFQAWAQLOGk9lYG""},{""name"":""Arquitectura y diseño interiores y exteriores"",""id"":""M06JAG6gFPjvowpSVk2o""},{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""},{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""},{""name"":""Canaletas"",""id"":""aEyz8O9yINaMF8p4FQhK""},{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""},{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""},{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""},{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""},{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""},{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""},{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""},{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Soldador"",""id"":""iEV4j5vJur7V6ZUBmSHE""},{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"IRUPCQpAkUnZlnE8EpOI","José Carlos Limpias Crespo","+59176640726","jclimpiascrespo26@gmail.com","[""Electricista""]",
"IcWxRn0jqVVlzajczDz8xBLT3zD2","Maximiliano Vela Ramos","+59175527517","maxivelaj@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""},{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""}]",
"Idt5nkyANbOLSIJoHQLBDGWwlGPI","Elena Lopez Gonzalez","+59176229717","elena.lopez59@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"IeaUo87dQlgqbclVSzuC2BI68Ui2","Belén Rocío Mamani casanova ","+59163432199","belenrociomamanicasanova@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"IlZAihfLaJcF1pt5Bcsjhpqp72v1","adalid rojas ","+59160852441","adalidrojas321@gmail.com","[{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""}]",
"IqxkM2iSryftGtfGhPz5","Noelia Huanca Ramos",,"lianoe.hr@gmail.com",,
"Iu1FGnrHxSjdMk1smmqIjHrruVhI","Lucia Castillo Gomez","+59172869306","lucia.castillo91@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"J0fNmoI1XP2Q8S0uqdnpjiEbBper","Valeria Flores Gutierrez","+59163096171","valeria.flores57@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"J0pxdelz7NbBAgZUCd5L","Rosmery Alvarez","71000378","rosmeryta150887@gmail.com","[""Medicina""]",
"J1fpqdzB7r8jqjtDtKevYan97Y0M","Paula Ramirez Ortiz","+59161653994","paula.ramirez71@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"J4hwqw35TIeDbix12MB28TTxObDX","Miguel Mendoza Chavez","+59173922937","miguel.mendoza91@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"JBBw8PB4ySZCnNKIR0yqfvxJdK62","Gloria Cazon Muñez ","+59178080476","gloriacazon630@gmail.com","[{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"JNXuP6gF4uSnC8ZXM0ah","kelsy Ríos Mendoza","+59177061028","kelsyriosmendoza1399@gmail.com","[""Belleza y estética""]",
"JXsyacmQJWeqIWkdicr2JFc4hFx1","Dibb Shafick Israel Araujo ","+59175432191","israel.dibb@gmail.com","[{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""}]",
"JYYo29fpWDFAfbZKjgQNLgusioJC","Elena Morales Gomez","+59166641485","elena.morales86@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"JZVL0IF6ZzI1EwuihTbzC6aUjD4P","Patricia Rodriguez Morales","+59176677706","patricia.rodriguez83@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"Ja3rtxpKWuZjU48yQkwnG7pNlaX2","Veronica Claros Quiñones","+59168809023","veroclaros217@gmail.com","[{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""}]",
"JaIUtxWYQEWiOL6qjRsyCYHbdYY2","Julio Cesar Juchani Contreras","+59168828801","samsunaapp62@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"JiSaNqizfzUi9div0itD7ce798j1","Alfredo zeballos sanchez ","+59165300555","adolfozeballossanchez@gmail.com","[{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""}]",
"Jie9t0Bp7qSSCgY83Zk41TTkoF32","Esdimar perez Machua ","+59178992770","machuasantiago521@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""},{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""},{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""}]",
"Ju41wrMyAH35lEG0WMx6D4V3aqKa","Roberto Romero Gomez","+59174038255","roberto.romero99@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"JxHpcas4xDcoHaLqX14fgsjmdm62","Yuliana Arias Cespedes ","+59178007039","yulianaariascespedes7@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""}]",
"KAy2bGIDKKKom5iGYBga0qRTWNhX","Lucia Castro Gutierrez","+59160788256","lucia.castro64@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"KBq4QeiEai1mhwSc3KsP654dmzKc","Maria Suarez Vargas","+59164039659","maria.suarez24@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"KEmIjwtloqZbOx2khmZONP02XQp1","Emerson Menacho Flores","+59170004559","djjsg9tkf7@privaterelay.appleid.com","[{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"KHynJjX4cjWtIt2pFFq1l4cJwCQ2","Jesus Reynaldo Colque Jauge","+59169126880","jesusreynaldo2001@gmail.com","[{""id"":""ofgvEBCreL64b4HrCTLD"",""name"":""Técnicos de computadoras y dispositivos electrónicos""}]",
"Kb9gcLQ5NRgZKB4cXgM7DghbtY04","Jose Silva Gonzalez","+59166804729","jose.silva65@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"Kh4VdKUYwR42rJyXKWR2Idx3ACt9","Valeria Gomez Ortiz","+59163012598","valeria.gomez49@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"Kh73AJkwqq5LCQDxXJef7eAfPiSx","Ricardo Ruiz Romero","+59160456715","ricardo.ruiz20@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"KiW5Hbe2JtxXy503Adw3ybXJgYCP","Fernanda Romero Reyes","+59165001266","fernanda.romero27@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"KvwZeSpl7fcbSpyCWg7hvqu0QJke","Maria Ramos Ramirez","+59178736402","maria.ramos73@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"KwBXNwVbsNWfxe4S4WNtuXhSktP0","Gabriela Martinez Reyes","+59171838816","gabriela.martinez35@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"KxsbwQmxxIMGRnNQeUOu36n8Uz8M","Fernando Castillo Perez","+59176870387","fernando.castillo36@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"L7XTh9r54iPdvL1l8xMZaD2y4iyg","Luis Castillo Reyes","+59168578697","luis.castillo81@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"L7wm3NNXza4L7ARO63hqjRlw2Nct","Francisco Ramirez Diaz","+59164268000","francisco.ramirez63@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"LCbXpQKQ4GUj9yHoZE0l0yijgVD2","Josué mosqueira moreno ","+59169247119","josuemosqueira31@gmail.com","[{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"LCmQzgAIh0bkmC4gFdFlA7oJxKz0","Paula Garcia Suarez","+59162112457","paula.garcia81@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"LEmZuokIYYbOcARNhuclRhTuciZ2","Lesly sanjinez ilorca ","+59162001732","tristanyilorca@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"LQIh0RaRvyiFjgYdf36MF3p9w5aS","Luis Ramirez Gonzalez","+59161111731","luis.ramirez74@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"LZsGNikFLkLIWQcEVW3S1UqXEzmM","Luis Ramirez Martinez","+59176262547","luis.ramirez74@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"Lbr02IvbihLei0tnus9xW66raEXz","Roberto Gutierrez Cruz","+59161125720","roberto.gutierrez20@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"Lqlir8WfHXkjfBDcYYHzmpe0Ntzf","Maria Diaz Silva","+59163847576","maria.diaz95@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"LsNY792ZjggJGEYETCRLalxaWzk2","Ronald Barrionuevo ","+59163375984","barrionuevoronald488@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"LtqWExiERWhGUvWQFWpw2oNxpWaE","Elena Vargas Sanchez","+59165070303","elena.vargas76@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"Lu4nPe95zpU6naez727rQUJj1L12","Marcos Quenebo Rivero ","+59176009949","marcosquenebo@gmail.com","[{""id"":""5OF9nRYFsjzsymh1hZZN"",""name"":""Aire acondicionado y calefón""},{""id"":""wOm91xVIuu9KBqfYkjas"",""name"":""Albañilería""},{""id"":""aEyz8O9yINaMF8p4FQhK"",""name"":""Canaletas""},{""id"":""4nEaRhSHpcxYcbryVrpK"",""name"":""Electricista""},{""id"":""0dPeu6TzKtfS5kddE8i0"",""name"":""Cerrajería""},{""id"":""HW9xvBPRO5A98hOzG4Qr"",""name"":""Plomería""},{""id"":""9GtGhWlmirDeVJGPRoqt"",""name"":""Técnicos de electrodomesticos""}]",
"LulkxeU8o98soWQvFcjw0Met1UAa","Daniel Diaz Garcia","+59167562374","daniel.diaz97@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"Ly2bCRx8lugWhUBfTdGshV9vGm33","Soledad Padilla Vacaflor","+59178160281","spadillavacaflor@gmail.com","[{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""}]",
"M0LcztJGo5oW43hRdDW8bPhSzR7O","David Gonzalez Castro","+59177676298","david.gonzalez37@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"M1R82pJ3IQb99bkEd2NkBCno2z02","Absael Aponte Pino","+59160911652","absaelapontepino33@gmail.com","[{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"M8qPo2cUAvY4fZauqny2sQi8DW93","Bernardina Arispa Sejas","+59174553027","natifloreria@gmail.com","[{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""}]",
"MBcDVvrTh5NGS3DzJxhhGUpTNUs1","Carlos Ramiro Coaquira Aro","+59169350852","coaquiracarlos766@gmail.com","[{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"MFU4tGwgZobvPDIlj2m7UzAKuKa2","Omayra Ibañez Ancieta","+59162858790","angiecita.ttjj@gmail.com","[{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""}]",
"MFnIQ2yGtgmNlxJdMhCC8M2S5ikN","Sofia Castillo Silva","+59163945837","sofia.castillo52@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"MJqnbMSXhnRzD4s9kNuYSJfkny72","Mixer Auditore","+591658848486","auditoremixer@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""},{""name"":""Albañilería"",""id"":""wOm91xVIuu9KBqfYkjas""},{""name"":""Area de salud"",""id"":""3nikpxFQAWAQLOGk9lYG""},{""name"":""Arquitectura y diseño interiores y exteriores"",""id"":""M06JAG6gFPjvowpSVk2o""},{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""},{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""},{""name"":""Canaletas"",""id"":""aEyz8O9yINaMF8p4FQhK""},{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""},{""name"":""Cocina y catering"",""id"":""8Bdv0Ir5sAErddd8jW94""},{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Eventos"",""id"":""xeirGYDAqA2Q5o2dSLbV""},{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""},{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""},{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""},{""name"":""Modista/costurera"",""id"":""oerjLKDkJ42FIfo6ilzq""},{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Soldador"",""id"":""iEV4j5vJur7V6ZUBmSHE""},{""name"":""Técnicos de computadoras y dispositivos electrónicos"",""id"":""ofgvEBCreL64b4HrCTLD""},{""name"":""Técnicos de electrodomésticos"",""id"":""9GtGhWlmirDeVJGPRoqt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
"MMoPEDJg21YSzg6oSAK243Lq9Vo1","Hugo Cortes rocabado","+59177362084","cortesrocabadohugo@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"MW4bwuxaaib1vH55Kpn0fZoaaYsI","Luis Gonzalez Ruiz","+59167185252","luis.gonzalez75@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"MW9ZpoWSed7PkEVy18jsPej3CSnf","Carlos Rivera Gomez","+59177780141","carlos.rivera16@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"MebwQKP3defrUjkCe8kN647hZTPh","Maria Ramos Jimenez","+59167637358","maria.ramos73@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"MhXcQEmIVYGjf0UrRJBIjHXMx7dk","Francisco Mendoza Flores","+59167744683","francisco.mendoza28@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"MhkYJOjURn8tlqa5DLdubVTaM5Gk","Carlos Rivera Sanchez","+59178431881","carlos.rivera33@gmail.com","[{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"Mpk26pJnnzezp7QJRJQXcdP8hneD","Francisco Ramos Chavez","+59172258787","francisco.ramos83@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"Mwqipmz8EQnEkdPRqvaUItQoTRrB","Luis Rodriguez Vargas","+59171546485","luis.rodriguez54@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"MzI2qWXKGJZemvCZ2t32mDsvxwaB","Andrea Ramos Torres","+59173837796","andrea.ramos75@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"N5z3waVoY5IuhZ1gqOIzVdqCheqc","Javier Torres Gutierrez","+59161972861","javier.torres96@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"NI5C8pBpYxbYJ4NExNGZIwVcIU4K","Fernando Gutierrez Ruiz","+59173512190","fernando.gutierrez86@gmail.com","[{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""}]",
"NOl30zPkqB0HKZNqe0NIcZs7QEtd","Patricia Hernandez Castro","+59177511996","patricia.hernandez66@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"NYygnmVcy3ddnZEfWmzGTixbolm1","Duberty Rojas carrillo",,"dubertyrojascarrillo00@gmail.com","[{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""}]",
"NcFmhkMntAz7olaFAZaYqJaUBRab","Daniela Chavez Castillo","+59175481023","daniela.chavez95@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"NfOUE0szKwxEk1RRYUsyuYpc2Kh0","Francisco Ruiz Vargas","+59170856620","francisco.ruiz79@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"Ngwpqy7BXpdol1IVWXRRniIb9a83","Angela Patricia Florez Vaca ","+59160037214","angelafloresvaca78@gmail.com","[{""name"":""Albañilería"",""id"":""wOm91xVIuu9KBqfYkjas""},{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""},{""name"":""Limpieza"",""id"":""GupAPQj7pRHS9HtEsoQE""},{""name"":""Mudanza"",""id"":""UfYx7mmgXVsBnmajwUrN""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Pintor"",""id"":""xcRyLmqJOHAjUStWbSOt""},{""name"":""Plomería"",""id"":""HW9xvBPRO5A98hOzG4Qr""}]",
"NjzhsNoOOjPwpJ6MMIUp74mzOIs2","Stephanie Parada Dorado","+59160942690","paradadoradostephanie@gmail.com","[{""name"":""Medicina"",""id"":""3nikpxFQAWAQLOGk9lYG""}]",
"Nw8BAVgZe6ZFLqS8iy7SdtPm6lB2","Jose Carlos Rueda ","+59170854355","ra.jose.carlos@gmail.com","[{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""}]",
"NyFFRgIyl6YIbGhXaG9OJunbQGps","Lucia Chavez Perez","+59174734783","lucia.chavez34@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"O0fz9fs7wWNIVmgZ3Y0u5fVMm3HN","David Gomez Lopez","+59164486411","david.gomez78@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"O3ryAEAMyCy7AZkFHAhyPKzgQTZu","Mariana Ortiz Gomez","+59165006986","mariana.ortiz36@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"O84w1AaG6U3WuTeFcVkoV7sLnxPn","Sofia Perez Cruz","+59170695620","sofia.perez14@gmail.com","[{""name"":""Gimnasio y nutrición"",""id"":""i7cJInymptrDzJvmeoDL""}]",
"OIDC88HLf7YPIEQeGRdiMQjgTeou","Lucia Rodriguez Jimenez","+59169388324","lucia.rodriguez94@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""}]",
"OIRjD75TNrVboEjLisC4pkmCeyD2","Carlos Daniel Mamani Sola ","+59177028254","mamanisoladaniel@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"OL3L98wM9GbyHN3alQgkkgyrQmZ2","Bicmar Parraga andia","+59174628741","bicmarparraga2@gmail.com","[{""name"":""Cerrajería"",""id"":""0dPeu6TzKtfS5kddE8i0""}]",
"OX8qc8G1zPhKpmv6Zz4b95tLaz52","ADALID HERLAND MARISCAL BAIGORRIA","77019111","adalidherlandmariscalbaigorria@gmail.com","[{""name"":""Electricista"",""id"":""4nEaRhSHpcxYcbryVrpK""},{""name"":""Educación/profesor(a)"",""id"":""geAkBpcZyFYXNWGnhty1""}]",
"OcU5OYoG2scA8iArOaKQPePL36aJ","Valeria Gonzalez Reyes","+59169418926","valeria.gonzalez40@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"OhYycuIzP2nIk5v71CRfVJgyugh2","Pedro Jimenez Castillo","+59168683566","pedro.jimenez33@gmail.com","[{""name"":""Jardinería"",""id"":""nv1yfLUhhRJ0ow8ooY1M""}]",
"Ornkdkntwe9Hq1JrElk7r7NU20rD","Paula Cruz Lopez","+59167291039","paula.cruz84@gmail.com","[{""name"":""Asistencia auto/moto"",""id"":""uFvf1J3wr22BOFOiFs4b""}]",
"OtgUcRxbuDgD2KTZBZbdqdF6UJx2","Marisol Arroyo Villan","+59171083072","arroyomarisol688@gmail.com","[{""name"":""Belleza y estética"",""id"":""qWPSMa5r4Yfwl3Q73Rvn""}]",
"P8Ah1drK1dgp8z5ewO0REFdlpAmZ","Manuel Lopez Gutierrez","+59166710334","manuel.lopez50@gmail.com","[{""name"":""Aire acondicionado y calefón"",""id"":""5OF9nRYFsjzsymh1hZZN""}]",
"PFHbZpPPbmYSlui6tPbpGCCioLo2","Cristian Rodríguez Vargas ","+59175375810","cristianrodriguezvargas81@gmail.com","[{""name"":""Carpintería"",""id"":""xK8X0hElVtTooxjpi3Lt""},{""name"":""Vidriería"",""id"":""J3n844lWm27PGmq3YlYU""}]",
